0;1;watt2,0,Left;watt4,0
0;2;watt2,1,Left;watt4,0
0;3;watt2,2,Left;watt4,0
3;4;watt1,0,Bottom;watt4,0;watt2,2,Left
3;5;watt1,1,Bottom;watt4,0;watt2,2,Left
3;6;watt1,2,Bottom;watt4,0;watt2,2,Left
3;7;watt1,3,Bottom;watt4,0;watt2,2,Left
3;8;watt1,4,Bottom;watt4,0;watt2,2,Left
3;9;watt1,5,Bottom;watt4,0;watt2,2,Left
3;10;watt1,6,Bottom;watt4,0;watt2,2,Left
3;11;watt1,7,Bottom;watt4,0;watt2,2,Left
3;12;watt1,0,Right;watt4,0;watt2,2,Left
3;13;watt1,1,Right;watt4,0;watt2,2,Left
3;14;watt1,2,Right;watt4,0;watt2,2,Left
1496;1823;watt3,4,Top;watt4,0;watt2,7,Left;watt5,6,Right
1496;1824;watt3,5,Top;watt4,0;watt2,7,Left;watt5,6,Right
1496;1825;watt3,6,Top;watt4,0;watt2,7,Left;watt5,6,Right
1496;1826;watt3,7,Top;watt4,0;watt2,7,Left;watt5,6,Right
1496;1827;watt3,0,Parallel;watt4,0;watt2,7,Left;watt5,6,Right
1496;1828;watt3,1,Parallel;watt4,0;watt2,7,Left;watt5,6,Right
1496;1829;watt3,2,Parallel;watt4,0;watt2,7,Left;watt5,6,Right
1496;1830;watt3,3,Parallel;watt4,0;watt2,7,Left;watt5,6,Right
1496;1831;watt3,4,Parallel;watt4,0;watt2,7,Left;watt5,6,Right
1496;1832;watt3,5,Parallel;watt4,0;watt2,7,Left;watt5,6,Right
1496;1833;watt3,6,Parallel;watt4,0;watt2,7,Left;watt5,6,Right
1496;1834;watt3,7,Parallel;watt4,0;watt2,7,Left;watt5,6,Right
1435;1835;watt0,0,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1836;watt0,1,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1837;watt0,2,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1838;watt0,3,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1839;watt0,4,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1840;watt0,5,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1841;watt0,6,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1842;watt0,7,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1843;watt0,0,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1844;watt0,1,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1845;watt0,2,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1846;watt0,3,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1847;watt0,4,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1848;watt0,5,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1849;watt0,6,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1850;watt0,7,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1851;watt0,0,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1852;watt0,1,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1853;watt0,2,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1854;watt0,3,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1855;watt0,4,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1856;watt0,5,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1857;watt0,6,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1858;watt0,7,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1859;watt3,0,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1860;watt3,1,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1861;watt3,2,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1862;watt3,3,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1863;watt3,4,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1864;watt3,5,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1865;watt3,6,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1866;watt3,7,Right;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1867;watt3,0,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1868;watt3,1,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1869;watt3,2,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1870;watt3,3,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1871;watt3,4,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1872;watt3,5,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1873;watt3,6,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1874;watt3,7,Top;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1875;watt3,0,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1876;watt3,1,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1877;watt3,2,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1878;watt3,3,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1879;watt3,4,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1880;watt3,5,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1881;watt3,6,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1435;1882;watt3,7,Parallel;watt4,0;watt2,7,Left;watt5,5,Bottom
1356;1883;watt5,0,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1884;watt5,1,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1885;watt5,2,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1886;watt5,3,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1887;watt5,4,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1888;watt5,5,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1889;watt5,6,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1890;watt5,7,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1891;watt5,0,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1892;watt5,1,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1893;watt5,2,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1894;watt5,3,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1895;watt5,4,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1896;watt5,5,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1897;watt5,6,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1898;watt5,7,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1899;watt5,0,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1900;watt5,1,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1901;watt5,2,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1902;watt5,3,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1903;watt5,4,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1904;watt5,5,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1905;watt5,6,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1906;watt5,7,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1907;watt0,0,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1908;watt0,1,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1909;watt0,2,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1910;watt0,3,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1911;watt0,4,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1912;watt0,5,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1913;watt0,6,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1914;watt0,7,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1915;watt0,0,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1916;watt0,1,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1917;watt0,2,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1918;watt0,3,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1919;watt0,4,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1920;watt0,5,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1921;watt0,6,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1922;watt0,7,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1923;watt0,0,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1924;watt0,1,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1925;watt0,2,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1926;watt0,3,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1927;watt0,4,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1928;watt0,5,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1929;watt0,6,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1930;watt0,7,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1931;watt3,0,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1932;watt3,1,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1933;watt3,2,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1934;watt3,3,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1935;watt3,4,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1936;watt3,5,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1937;watt3,6,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1938;watt3,7,Bottom;watt4,0;watt2,7,Left;watt1,6,Right
1356;1939;watt3,0,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1940;watt3,1,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1941;watt3,2,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1942;watt3,3,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1943;watt3,4,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1944;watt3,5,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1945;watt3,6,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1946;watt3,7,Top;watt4,0;watt2,7,Left;watt1,6,Right
1356;1947;watt3,0,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1948;watt3,1,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1949;watt3,2,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1950;watt3,3,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1951;watt3,4,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1952;watt3,5,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1953;watt3,6,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1356;1954;watt3,7,Parallel;watt4,0;watt2,7,Left;watt1,6,Right
1148;1955;watt5,0,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1956;watt5,1,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1957;watt5,2,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1958;watt5,3,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1959;watt5,4,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1960;watt5,5,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1961;watt5,6,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1962;watt5,7,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1963;watt5,0,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1964;watt5,1,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1965;watt5,2,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1966;watt5,3,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1967;watt5,4,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1968;watt5,5,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1969;watt5,6,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1970;watt5,7,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1971;watt0,0,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1972;watt0,1,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1973;watt0,2,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1974;watt0,3,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1975;watt0,4,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1976;watt0,5,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1977;watt0,6,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1978;watt0,7,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1979;watt0,0,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1980;watt0,1,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1981;watt0,2,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1982;watt0,3,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1983;watt0,4,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1984;watt0,5,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1985;watt0,6,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1986;watt0,7,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1987;watt3,0,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1988;watt3,1,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1989;watt3,2,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1990;watt3,3,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1991;watt3,4,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1992;watt3,5,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1993;watt3,6,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1994;watt3,7,Top;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1995;watt3,0,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1996;watt3,1,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1997;watt3,2,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1998;watt3,3,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;1999;watt3,4,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;2000;watt3,5,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;2001;watt3,6,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1148;2002;watt3,7,Parallel;watt4,0;watt2,7,Left;watt0,1,Bottom;watt1,3,Right
1065;2003;watt5,0,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2004;watt5,1,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2005;watt5,2,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2006;watt5,3,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2007;watt5,4,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2008;watt5,5,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2009;watt5,6,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2010;watt5,7,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2011;watt5,0,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2012;watt5,1,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2013;watt5,2,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2014;watt5,3,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2015;watt5,4,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2016;watt5,5,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2017;watt5,6,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2018;watt5,7,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2019;watt5,0,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2020;watt5,1,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2021;watt5,2,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2022;watt5,3,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2023;watt5,4,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2024;watt5,5,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2025;watt5,6,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2026;watt5,7,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2027;watt0,0,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2028;watt0,1,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2029;watt0,2,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2030;watt0,3,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2031;watt0,4,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2032;watt0,5,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2033;watt0,6,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2034;watt0,7,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2035;watt0,0,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2036;watt0,1,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2037;watt0,2,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2038;watt0,3,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2039;watt0,4,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2040;watt0,5,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2041;watt0,6,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2042;watt0,7,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2043;watt0,0,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2044;watt0,1,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2045;watt0,2,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2046;watt0,3,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2047;watt0,4,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2048;watt0,5,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2049;watt0,6,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2050;watt0,7,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2051;watt3,0,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2052;watt3,1,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2053;watt3,2,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2054;watt3,3,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2055;watt3,4,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2056;watt3,5,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2057;watt3,6,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2058;watt3,7,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1065;2059;watt3,0,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2060;watt3,1,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2061;watt3,2,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2062;watt3,3,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2063;watt3,4,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2064;watt3,5,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2065;watt3,6,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2066;watt3,7,Top;watt4,0;watt2,7,Left;watt1,2,Right
1065;2067;watt3,0,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2068;watt3,1,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2069;watt3,2,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2070;watt3,3,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2071;watt3,4,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2072;watt3,5,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2073;watt3,6,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1065;2074;watt3,7,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2075;watt1,0,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2076;watt1,1,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2077;watt1,2,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2078;watt1,3,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2079;watt1,4,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2080;watt1,5,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2081;watt1,6,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2082;watt1,7,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2083;watt1,0,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2084;watt1,1,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2085;watt1,2,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2086;watt1,3,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2087;watt1,4,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2088;watt1,5,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2089;watt1,6,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2090;watt1,7,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2091;watt1,0,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2092;watt1,1,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2093;watt1,2,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2094;watt1,3,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2095;watt1,4,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2096;watt1,5,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2097;watt1,6,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2098;watt1,7,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2099;watt5,0,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2100;watt5,1,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2101;watt5,2,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2102;watt5,3,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2103;watt5,4,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2104;watt5,5,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2105;watt5,6,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2106;watt5,7,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2107;watt5,0,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2108;watt5,1,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2109;watt5,2,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2110;watt5,3,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2111;watt5,4,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2112;watt5,5,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2113;watt5,6,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2114;watt5,7,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2115;watt5,0,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2116;watt5,1,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2117;watt5,2,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2118;watt5,3,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2119;watt5,4,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2120;watt5,5,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2121;watt5,6,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2122;watt5,7,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2123;watt0,0,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2124;watt0,1,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2125;watt0,2,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2126;watt0,3,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2127;watt0,4,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2128;watt0,5,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2129;watt0,6,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2130;watt0,7,Bottom;watt4,0;watt2,7,Left;watt1,2,Right
1060;2131;watt0,0,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2132;watt0,1,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2133;watt0,2,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2134;watt0,3,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2135;watt0,4,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2136;watt0,5,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2137;watt0,6,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2138;watt0,7,Top;watt4,0;watt2,7,Left;watt1,2,Right
1060;2139;watt0,0,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2140;watt0,1,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2141;watt0,2,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2142;watt0,3,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2143;watt0,4,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2144;watt0,5,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
1060;2145;watt0,6,Parallel;watt4,0;watt2,7,Left;watt1,2,Right
